review;sentiment
Le biciclette sono troppo pesanti e poco maneggevoli;1
spesso gli stalli che uso  al mattino sono privi di bici;-1
Negli orari di punta del mattino le stazioni di maggior flusso sono spesso vuote, con attese anche di 10 minuti per il riempimento.  Di contro le stazioni del centro sono piene e costringono gli utenti a lasciare le biciclette in stazioni maggiormente periferiche con ulteriori disagi in termini di tempo.;-1
aumentare il numero di stazioni, migliorare la qualità delle bici;1
le strade di Milano sono in condizione semplicemente pessime e non aiutano il servizio;1
aumentare la disponibilità all'area metropolitana (es. Milano-Parco di Monza);0
Estendere il servizio al di fuori della circonvallazione interna fino alle periferie;1
Il singolo problema maggiore tecnico è che spesso non entrano tutte le marcie. Inoltre le biciclette sono molto dure, non ammortizzano, il che sui pavimenti ruvidi è molto spiacevole.;-1
l'app. sui cellulari non funziona;0
Io trovavo spesso la stazione piena e non riuscivo a cercare un altra più vicina perché poi arrivavo tardi a lavoro! Dovreste lasciare più tempo a disposizione se no si blocca continuamente abbonamento;-1
permettere di segnalare guasti o difetti qiando si restituisce la bici;-1
piste ciclabili sicure;1
Fondamentale che le bici siano efficenti: gomme gonfie e marce funzionanti e registrate;-1
"migliorare la manutenzione delle bici; collocare delle stazioni (stalli) oltre la circonvallazione";0
mancano stazioni in periferia;-1
Evitare di riempire tutti gli stralli di una stazione dopo l'intervento di manutenzione;-1
migliorare il tipo di bicicletta e distribuire meglio gli stalli (molti intorno al duomo);1
"1) Indicare chiaramente il verso in cui agganciare la bici, spesso si trovano bici agganciate in modo errato occupando 3 posti invece che uno; 2) introdurre i sellini dotati di canale di scarico della pressione della zona prostatica; 3) Rimuovere più frequentemente le bici dalle postazioni piene (e rifornire quelle vuoti) soprattutto nelle ore di punta; 4) Migliorare le applicazioni mobili per usufruire del servizio (manca applicazione per windows phone e il sito web è molto povero)";-1
Oltre al costo dell'abbonamento mi pare sbagliato far pagare  oltre la mezz'ora extra;-1
Sarebbero molto apprezzate anche rastrelliere ubicate in zone piu' periferiche;0
Le biciclette sono troppo pesanti;0
sarebbe comodo avere una stazione a Lanza;1
mancano stazioni in periferia , se devo prendere l-autobus x raggiungere la bici e'inutile;-1
Rendere più efficace il sistema di ricambio delle bici nelle stazioni nelle ore di punta (stazioni centro pieno di mattina e vuote la sera);0
ampliare gli stalli + frequentati in centro nelle ore di punta;-1
Manca una pronta manutenzione delle biciclette sopratutto per la verifica della pressione delle gomme.;0
maggiore controllo di: freni, sellino, cambio. Installare gli specchietti retrovisori;1
verifica sostenibilità costi con delta prezzo su abbonamento (32 euro/anno è forse poco per sostenre personale e costi operativi) - per chi ha progettato il questionario è bene spcificare meglio il senso di cosa significa 1-2-3-4-5 nelle domande di pg3/4;1
Migliorare il cambio, TUTTE le bici hanno problemi con la marcia lunga;-1
Una stazione in via washington;0
potenziamento zone non centrali, esempio zona est (lambrate e dintorni);0
MI PIACEREBBE AVERE QUALCHE STAZIONE ANCHE IN PERIFERIA;1
Trovo decisamente scomodo l'aggancio della bicicletta allo stallo che necessita il sollevamento della stessa.;-1
Davvero un bel servizio. Bravi e complimenti a tutti quelli che lavorano in BikeMI per mantenere elevata la qualità di questo modermo, funzionale ed essenziale servizio!!!;1
occorre maggior assistenza agli stalli per il ricambio di bicic/stalli vuoti;-1
le bici sono un po' pesanti, ma soprattutto spesso hanno qualcosa che non va, freni, sella che va giù, pedali che non girano, insomma la manutenzione andrebbe rinforzata.;-1
bici più piccole per le persone più basse;0
Sarebbe auspicabile una maggiore manutenzione delle biciclette con particolare riferimento alla pressione delle gomme;1
L'orario di servizio dovrebbe essere prolungato fino almeno alle 3 di notte;1
attualmente il percorso riservato agli autobus 97 (molino delle armi - de amicis - carducci) è vietato alle biciclette. Rimuovere il divieto;-1
STAZIONI SBILANCIATE VERSO SUD-EST - ZONA DE ANGELI COMPLETAMENTE SCOPERTA;-1
Dovete lasciare libere  le stazioni di arrivo in ufficio che invece sono sempre completamente piene e far trovare piene quelle di utilizzo nei posti centrali, tipo stazione Nord dove si deve aspettare anche 20 minuti per avere la bicicletta;-1
Poter disporre di salviette usa e getta x pulire/asciugare i sellini delle bici;1
E' un ottimo servizio. In alcuni luoghi a volte non c'è possibilità di restituire la bici. Mi capita talvolta a porta Genova e perdo il treno;1
PREVEDERE CHE AL RITIRO DELLA BIKE SI RITIRI ANCHE UN CASCHETTO DI PROTEZIONE;-1
manutenzione bicilette // più piste ciclabili // più stazioni;0
